rank,track,primaryArtist,artistCredits,year,trackId,trackPlayUrl,trackPreviewUrl,trackPopularity,durationMs,key,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,albumName,albumArtUrl
30,"Because of You",Les Baxter,Les Baxter,1951-01-01T07:00:00.000Z,4WToccEJeXgFNyfNPuSYCS,https://open.spotify.com/track/4WToccEJeXgFNyfNPuSYCS,,17,170800,5,0,4,0.865,0.238,0.207,0.00000149,0.135,-12.894,0.0301,0.303,97.574,Baxter's Best,https://i.scdn.co/image/ab67616d00001e023cc13f4de5c6317cb518e00d
1,"Blue Tango",Leroy Anderson,Leroy Anderson,1952-01-01T07:00:00.000Z,6ecG5Am0TRxn0uwZBQHA3L,https://open.spotify.com/track/6ecG5Am0TRxn0uwZBQHA3L,,39,169427,2,1,4,0.739,0.328,0.144,0.919,0.129,-21.882,0.0331,0.649,124.489,The Leroy Anderson Collection,https://i.scdn.co/image/ab67616d00001e0221792a065127168e1eb55812
2,"Wheel of Fortune",Kay Starr,Kay Starr,1952-01-01T07:00:00.000Z,2gCQe48O4GMJz6oFBqnN9e,https://open.spotify.com/track/2gCQe48O4GMJz6oFBqnN9e,,38,185600,8,1,4,0.897,0.461,0.248,0,0.399,-10.278,0.0481,0.404,140.558,Capitol Collectors Series,https://i.scdn.co/image/ab67616d00001e02cbdaaa30dbe2d714f65bf788
3,"Cry",Johnnie Ray,Johnnie Ray & The Four Lads,1952-01-01T07:00:00.000Z,4wnFpRgQu2gLN8d76dYOGr,https://open.spotify.com/track/4wnFpRgQu2gLN8d76dYOGr,https://p.scdn.co/mp3-preview/037c591f314a478c7e2d9a6ab7a4b3ee58cf3d40?cid=957b95b824cd41e99aa58c2c544d8191,38,181693,0,1,4,0.849,0.479,0.0952,0,0.657,-15.5,0.0274,0.35,69.784,16 Most Requested Songs,https://i.scdn.co/image/ab67616d00001e0220b60e3979d942241c933294
4,"You Belong to Me",Jo Stafford,Jo Stafford,1952-01-01T07:00:00.000Z,5rAR9W8TIVz33mf3z5odlB,https://open.spotify.com/track/5rAR9W8TIVz33mf3z5odlB,,42,195080,5,1,4,0.951,0.231,0.189,0,0.129,-12.212,0.0353,0.138,74.37,A Place To Call Home (Original TV Soundtrack),https://i.scdn.co/image/ab67616d00001e02266af670d02692449902268b
5,"Auf Wiederseh'n Sweetheart",Vera Lynn,Vera Lynn,1952-01-01T07:00:00.000Z,3rIhZKroSQQjNcgGQsdaJF,https://open.spotify.com/track/3rIhZKroSQQjNcgGQsdaJF,,37,160347,8,1,3,0.846,0.149,0.137,0.0000196,0.232,-15.349,0.0326,0.253,82.853,Vera Lynn 100,https://i.scdn.co/image/ab67616d00001e0239a7d1d98fd1685a8b524b19
6,"Half as Much",Rosemary Clooney,Rosemary Clooney,1952-01-01T07:00:00.000Z,5vIe5BmOlPXarqRxJh9FNE,https://open.spotify.com/track/5vIe5BmOlPXarqRxJh9FNE,https://p.scdn.co/mp3-preview/bff02b38391af3cb9a2e7d517b6ea055211e53cb?cid=957b95b824cd41e99aa58c2c544d8191,37,166373,10,1,1,0.944,0.277,0.189,0,0.232,-12.424,0.0329,0.208,86.655,The Essential Rosemary Clooney,https://i.scdn.co/image/ab67616d00001e02a1bd4e463daa74b780125e9a
7,"Wish You Were Here",Eddie Fisher,Eddie Fisher,1952-01-01T07:00:00.000Z,4KeG09W1jWAVRTKhpdCiM3,https://open.spotify.com/track/4KeG09W1jWAVRTKhpdCiM3,https://p.scdn.co/mp3-preview/73a204b062f573c97c60e6b7f76e40b534f79eda?cid=957b95b824cd41e99aa58c2c544d8191,5,176971,7,1,4,0.901,0.398,0.0394,0.0000303,0.236,-23.596,0.0353,0.142,102.379,His Greatest Hits,https://i.scdn.co/image/ab67616d00001e0283616be151a903857b87cf0f
8,"I Went to Your Wedding",Patti Page,Patti Page,1952-01-01T07:00:00.000Z,4cS2Ya30FLHqNb3hwbtjrJ,https://open.spotify.com/track/4cS2Ya30FLHqNb3hwbtjrJ,,32,194373,0,1,3,0.927,0.53,0.0853,0,0.126,-12.223,0.0327,0.112,78.372,Golden Hits,https://i.scdn.co/image/ab67616d00001e0282aa266b6d8bef04b865dbf5
9,"Here in My Heart",Al Martino,Al Martino,1952-01-01T07:00:00.000Z,0mRAY4VhmgEsBvLEFxB6Vm,https://open.spotify.com/track/0mRAY4VhmgEsBvLEFxB6Vm,,30,193373,9,0,3,0.8,0.177,0.279,0.0024,0.153,-10.951,0.0312,0.155,82.967,Capitol Collectors Series,https://i.scdn.co/image/ab67616d00001e02f576a281c07c8c0f6da9fdff
10,"Delicado",Percy Faith,Percy Faith,1952-01-01T07:00:00.000Z,2CFMsXx3SRAetoYdtEZNgg,https://open.spotify.com/track/2CFMsXx3SRAetoYdtEZNgg,https://p.scdn.co/mp3-preview/c6e67982e894db70bdfd2676c75957d31b8165b5?cid=957b95b824cd41e99aa58c2c544d8191,36,172613,4,1,4,0.743,0.498,0.812,0.711,0.101,-8.018,0.0319,0.834,99.406,The Irishman (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d00001e02ca05e7fe3fc1ba8ea4c21909
11,"Kiss of Fire",Georgia Gibbs,Georgia Gibbs,1952-01-01T07:00:00.000Z,46SZJUs1Qnutjk3QlNcnKY,https://open.spotify.com/track/46SZJUs1Qnutjk3QlNcnKY,,30,146627,11,0,4,0.933,0.522,0.346,0,0.474,-11.458,0.0435,0.726,106.715,The Best Of Georgia Gibbs: The Mercury Years,https://i.scdn.co/image/ab67616d00001e02f263bde11677d0a1d1832c5f
12,"Anytime",Eddie Fisher,Eddie Fisher,1952-01-01T07:00:00.000Z,3j1o0rONh8IG7wOl4mdKaN,https://open.spotify.com/track/3j1o0rONh8IG7wOl4mdKaN,https://p.scdn.co/mp3-preview/4fcc463d9a59c21505a8bb6803ef9bc89ad8f780?cid=957b95b824cd41e99aa58c2c544d8191,17,155493,1,1,4,0.971,0.615,0.124,0.00000152,0.188,-11.334,0.0276,0.449,105.321,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02f31e1718202c221b16ae8db3
13,"Tell Me Why",The Four Aces,The Four Aces,1952-01-01T07:00:00.000Z,5DipLI9pNQu8Jwf26XFZQt,https://open.spotify.com/track/5DipLI9pNQu8Jwf26XFZQt,,25,190893,2,0,4,0.869,0.299,0.11,0,0.172,-13.201,0.0348,0.452,70.987,The Four Aces' Greatest Hits,https://i.scdn.co/image/ab67616d00001e027a27aea15f808f9086f60349
14,"Blacksmith Blues",Ella Mae Morse,Ella Mae Morse,1952-01-01T07:00:00.000Z,33FiJdNiWACHYd5yk0en35,https://open.spotify.com/track/33FiJdNiWACHYd5yk0en35,,16,186760,10,1,4,0.498,0.838,0.294,0.00000224,0.21,-11.298,0.0453,0.806,127.659,Capitol Collectors Series,https://i.scdn.co/image/ab67616d00001e0218c516f01f1a27ae7ab3dd12
15,"Jambalaya (On the Bayou)",Jo Stafford,Jo Stafford,1952-01-01T07:00:00.000Z,,,,,,,,,,,,,,,,,,,
16,"Botch-a-Me (Ba-Ba-Baciami Piccina)",Rosemary Clooney,Rosemary Clooney,1952-01-01T07:00:00.000Z,72HUHsM38XhUE7YjA7oxLz,https://open.spotify.com/track/72HUHsM38XhUE7YjA7oxLz,https://p.scdn.co/mp3-preview/d7cf465f33600af48c5b946c82020ac2a0ed8047?cid=957b95b824cd41e99aa58c2c544d8191,38,136867,0,1,4,0.802,0.642,0.664,0,0.138,-8.485,0.0934,0.959,148.866,The Essential Rosemary Clooney,https://i.scdn.co/image/ab67616d00001e02a1bd4e463daa74b780125e9a
17,"A Guy Is a Guy",Doris Day,Doris Day,1952-01-01T07:00:00.000Z,1lZSR5NKeNGuCPSTNL7BhW,https://open.spotify.com/track/1lZSR5NKeNGuCPSTNL7BhW,https://p.scdn.co/mp3-preview/f1c4368c513537fb04ea4fc8b3208a594e2fbf85?cid=957b95b824cd41e99aa58c2c544d8191,35,159507,2,1,4,0.901,0.727,0.285,0,0.141,-14.098,0.0457,0.759,120.195,Golden Girl (The Columbia Recordings 1944-1966),https://i.scdn.co/image/ab67616d00001e02f2ee02ef38c965d5ebe540fa
18,"The Little White Cloud That Cried",Johnnie Ray,Johnnie Ray,1952-01-01T07:00:00.000Z,3Z0PGLxK7iNftaG0qlhW4V,https://open.spotify.com/track/3Z0PGLxK7iNftaG0qlhW4V,https://p.scdn.co/mp3-preview/3003204800b68e18a1121d2842afcd49be5247da?cid=957b95b824cd41e99aa58c2c544d8191,19,133933,7,1,4,0.968,0.46,0.0206,0.0000321,0.144,-19.235,0.0368,0.264,131.701,16 Most Requested Songs,https://i.scdn.co/image/ab67616d00001e0220b60e3979d942241c933294
19,"High Noon",Frankie Laine,Frankie Laine,1952-01-01T07:00:00.000Z,0ns2AQy1XC8xBYebbVho3I,https://open.spotify.com/track/0ns2AQy1XC8xBYebbVho3I,https://p.scdn.co/mp3-preview/e905e51a9e1dad54d1cf43e79109b3aa44156ff9?cid=957b95b824cd41e99aa58c2c544d8191,40,159773,3,1,4,0.971,0.408,0.292,0.0000221,0.122,-11.885,0.0371,0.409,141.044,Command Performance,https://i.scdn.co/image/ab67616d00001e02e193efeea55d100fad133fce
20,"I'm Yours",Eddie Fisher,Eddie Fisher,1952-01-01T07:00:00.000Z,6eavbb9aFZil4dHGGZ8dGk,https://open.spotify.com/track/6eavbb9aFZil4dHGGZ8dGk,https://p.scdn.co/mp3-preview/b74dcb53f9f39efee9099d0952de68c3f65841dd?cid=957b95b824cd41e99aa58c2c544d8191,15,169600,2,1,4,0.809,0.219,0.211,0,0.39,-8.75,0.0327,0.362,76.441,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02f31e1718202c221b16ae8db3
21,"The Glow-Worm",Mills Brothers,Mills Brothers,1952-01-01T07:00:00.000Z,63roXFYmHCQF5SuDKJHuVX,https://open.spotify.com/track/63roXFYmHCQF5SuDKJHuVX,,31,160867,0,1,4,0.724,0.69,0.289,0,0.283,-10.953,0.0438,0.889,150.164,The Anthology: 1931 - 1968,https://i.scdn.co/image/ab67616d00001e02e21cd5d12683344fd6c48c17
22,"It's in the Book",Johnny Standley,Johnny Standley,1952-01-01T07:00:00.000Z,67HAs4WdVmQl4H8AvMDCVB,https://open.spotify.com/track/67HAs4WdVmQl4H8AvMDCVB,https://p.scdn.co/mp3-preview/04221457f0ae3945a2a025655ec099ecc4c40991?cid=957b95b824cd41e99aa58c2c544d8191,1,183720,0,1,4,0.735,0.602,0.603,0,0.848,-8.029,0.87,0.233,115.219,Automatic Bop Vol. 3,https://i.scdn.co/image/ab67616d00001e023c91bef5e7c1c2397c3cf890
23,"Slow Poke",Pee Wee King,Pee Wee King,1952-01-01T07:00:00.000Z,0h45YvcNfRRpf5D34vVgOr,https://open.spotify.com/track/0h45YvcNfRRpf5D34vVgOr,https://p.scdn.co/mp3-preview/9be775aa2214b478ca93a4afaa0e2a7cce56b6ec?cid=957b95b824cd41e99aa58c2c544d8191,30,180560,7,1,4,0.732,0.756,0.175,0.00000247,0.0737,-15.094,0.138,0.783,133.907,Nippers 50's-Vol.1,https://i.scdn.co/image/ab67616d00001e02fcd9a96b7cd51366bb7cac0e
24,"Walkin' My Baby Back Home",Johnnie Ray,Johnnie Ray,1952-01-01T07:00:00.000Z,6JUygdnYt24lSMdXqlfSCt,https://open.spotify.com/track/6JUygdnYt24lSMdXqlfSCt,https://p.scdn.co/mp3-preview/a4b51603802725ba33bf35757a5b34eb5f350caa?cid=957b95b824cd41e99aa58c2c544d8191,22,140307,2,1,5,0.949,0.718,0.0558,0,0.0916,-19.227,0.109,0.598,128.949,16 Most Requested Songs,https://i.scdn.co/image/ab67616d00001e0220b60e3979d942241c933294
25,"Meet Mister Callaghan",Les Paul,Les Paul,1952-01-01T07:00:00.000Z,1hfn2ufdkInfvk0BAyQbyQ,https://open.spotify.com/track/1hfn2ufdkInfvk0BAyQbyQ,,14,112200,3,1,4,0.875,0.583,0.404,0.334,0.0876,-8.316,0.0459,0.864,122.757,The Hit Makers,https://i.scdn.co/image/ab67616d00001e02e139611dc422fb2346ef3f1f
26,"I'm Yours",Don Cornell,Don Cornell,1952-01-01T07:00:00.000Z,7dvOMWLTqjOo8esuPVE4bN,https://open.spotify.com/track/7dvOMWLTqjOo8esuPVE4bN,https://p.scdn.co/mp3-preview/ee536ccd75d52dcf7068e044784ce88215daf92b?cid=957b95b824cd41e99aa58c2c544d8191,5,170581,0,1,1,0.955,0.29,0.246,0.00000809,0.566,-17.889,0.0365,0.205,111.634,Don's Great Hits,https://i.scdn.co/image/ab67616d00001e023396f2604b1b6b5900dff5fd
27,"I'll Walk Alone",Don Cornell,Don Cornell,1952-01-01T07:00:00.000Z,6nRb0w28TpnEmi5AP2sSty,https://open.spotify.com/track/6nRb0w28TpnEmi5AP2sSty,https://p.scdn.co/mp3-preview/93cefb5743d549f361da0424248ef89c4de82171?cid=957b95b824cd41e99aa58c2c544d8191,3,158791,7,1,3,0.965,0.472,0.144,0,0.246,-16.765,0.0283,0.498,82.169,Don's Great Hits,https://i.scdn.co/image/ab67616d00001e023396f2604b1b6b5900dff5fd
28,"Tell Me Why",Eddie Fisher,Eddie Fisher,1952-01-01T07:00:00.000Z,7gUemjMxPsch8UqGf6AYOF,https://open.spotify.com/track/7gUemjMxPsch8UqGf6AYOF,https://p.scdn.co/mp3-preview/a6d8e27de152b27c5859fd19c2d2922e641d9d49?cid=957b95b824cd41e99aa58c2c544d8191,12,153667,9,0,4,0.922,0.559,0.152,0,0.385,-9.48,0.0285,0.433,87.883,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02f31e1718202c221b16ae8db3
29,"Trying",The Hilltoppers,The Hilltoppers,1952-01-01T07:00:00.000Z,6o2qB9PCAIHeVJpKUq8Ht7,https://open.spotify.com/track/6o2qB9PCAIHeVJpKUq8Ht7,https://p.scdn.co/mp3-preview/8797205f2aff77df99db555789db05545c182ced?cid=957b95b824cd41e99aa58c2c544d8191,1,181021,5,0,4,0.952,0.387,0.309,0.0000694,0.367,-6.641,0.029,0.377,78.395,Singing Their Best Songs (Remastered),https://i.scdn.co/image/ab67616d00001e02bb0440f1661cd404e50ccdd3
30,"Please, Mr. Sun",Johnnie Ray,Johnnie Ray & The Four Lads,1952-01-01T07:00:00.000Z,5RCEwNWuuF8RllEZn4fazn,https://open.spotify.com/track/5RCEwNWuuF8RllEZn4fazn,https://p.scdn.co/mp3-preview/072c40f012a3d9de4c616ccb09cc2364b8652aa5?cid=957b95b824cd41e99aa58c2c544d8191,15,177840,4,0,3,0.965,0.524,0.19,0,0.112,-11.645,0.0342,0.196,61.504,I Cry For You,https://i.scdn.co/image/ab67616d00001e02e4600c6287e7faec7e7605e2
1,"The Song from Moulin Rouge",Percy Faith,Percy Faith,1953-01-01T07:00:00.000Z,7GtpZ01gEJDxrXfH2ayvuc,https://open.spotify.com/track/7GtpZ01gEJDxrXfH2ayvuc,https://p.scdn.co/mp3-preview/bb5b4fd2f8acf176d9ddf65bbf2f281ff7e41017?cid=957b95b824cd41e99aa58c2c544d8191,17,346733,11,0,4,0.883,0.164,0.458,0.906,0.117,-8.178,0.0364,0.0657,108.53,The Essential Percy Faith - The Instrumental Recordings,https://i.scdn.co/image/ab67616d00001e0205b9a5d1bec8216875f01ccf
2,"Vaya con Dios",Les Paul,Les Paul & Mary Ford,1953-01-01T07:00:00.000Z,3qhxI5f7klTVfK0iWYmKdM,https://open.spotify.com/track/3qhxI5f7klTVfK0iWYmKdM,,36,174600,4,1,3,0.918,0.645,0.165,0.000308,0.0829,-14.859,0.0329,0.199,96.822,The Hit Makers,https://i.scdn.co/image/ab67616d00001e02e139611dc422fb2346ef3f1f
3,"(How Much Is) That Doggie in the Window?",Patti Page,Patti Page,1953-01-01T07:00:00.000Z,1mMSH14XSSjzLvNuf62azx,https://open.spotify.com/track/1mMSH14XSSjzLvNuf62azx,https://p.scdn.co/mp3-preview/6aacd9f652e6a75d201bbfa432f1fa0c392fc53d?cid=957b95b824cd41e99aa58c2c544d8191,42,158427,2,1,3,0.795,0.639,0.29,0,0.042,-11.688,0.044,0.667,122.895,Bioshock 2: The Official Soundtrack - Music From And Inspired By The Game,https://i.scdn.co/image/ab67616d00001e02a8097948a01da4e3b6e27283
4,"I'm Walking Behind You",Eddie Fisher,Eddie Fisher,1953-01-01T07:00:00.000Z,2FqOLG4ViICqhx35v8xoBx,https://open.spotify.com/track/2FqOLG4ViICqhx35v8xoBx,,33,185827,2,1,4,0.875,0.288,0.132,0,0.0759,-14.057,0.0318,0.262,82.813,The Very Best Of Eddie Fisher,https://i.scdn.co/image/ab67616d00001e022d72802b8e1286f4742b0c01
5,"You, You, You",Ames Brothers,Ames Brothers,1953-01-01T07:00:00.000Z,7iv8br1y5Hv63QX5Z2HFjv,https://open.spotify.com/track/7iv8br1y5Hv63QX5Z2HFjv,https://p.scdn.co/mp3-preview/fe881af3fa315fa4e16db0297fd0f6b67bed75d9?cid=957b95b824cd41e99aa58c2c544d8191,37,175612,4,1,4,0.838,0.386,0.177,0.000245,0.327,-11.213,0.0299,0.292,97.678,The Ames Brothers Volume 2,https://i.scdn.co/image/ab67616d00001e0261aad86380e03e2642a0b2f4
6,"Till I Waltz Again with You",Teresa Brewer,Teresa Brewer,1953-01-01T07:00:00.000Z,7nuEEPUonSVH3pNom5T47w,https://open.spotify.com/track/7nuEEPUonSVH3pNom5T47w,,13,181267,2,1,4,0.828,0.588,0.101,0,0.33,-17.583,0.0511,0.359,86.815,A Sweet Old-Fashioned Girl,https://i.scdn.co/image/ab67616d00001e022728650ef7621d43f86b3a2f
7,"April in Portugal",Les Baxter,Les Baxter,1953-01-01T07:00:00.000Z,6qFMhW7m0DnQQPvEjWuhzj,https://open.spotify.com/track/6qFMhW7m0DnQQPvEjWuhzj,,18,165160,0,1,4,0.556,0.466,0.245,0.889,0.0989,-14.049,0.0374,0.615,105.257,Baxter's Best,https://i.scdn.co/image/ab67616d00001e023cc13f4de5c6317cb518e00d
8,"No Other Love",Perry Como,Perry Como,1953-01-01T07:00:00.000Z,4iyzrJ3qIGBvG8yl5dWHQ8,https://open.spotify.com/track/4iyzrJ3qIGBvG8yl5dWHQ8,https://p.scdn.co/mp3-preview/79c00bc3ae023cb89688876cc4e8aab55876944f?cid=957b95b824cd41e99aa58c2c544d8191,29,196373,0,1,4,0.89,0.303,0.187,0.00000274,0.101,-11.615,0.0295,0.23,90.486,Perry Como's Greatest Hits,https://i.scdn.co/image/ab67616d00001e02c143b8172ccb7ac602cffec5
9,"Don't Let the Stars Get in Your Eyes",Perry Como,Perry Como,1953-01-01T07:00:00.000Z,2cwTVrrgHxl4gcHY4IHr18,https://open.spotify.com/track/2cwTVrrgHxl4gcHY4IHr18,https://p.scdn.co/mp3-preview/60934fb9e19855eedb64c9e9a12e17efbba2de27?cid=957b95b824cd41e99aa58c2c544d8191,20,160773,8,1,4,0.809,0.808,0.421,0,0.0724,-12.533,0.042,0.963,122.752,Pure Gold,https://i.scdn.co/image/ab67616d00001e025651c55c00c01532a876c7b2
10,"I Believe",Frankie Laine,Frankie Laine,1953-01-01T07:00:00.000Z,049uxirFkHOefJ0yqPW8Kk,https://open.spotify.com/track/049uxirFkHOefJ0yqPW8Kk,https://p.scdn.co/mp3-preview/186a271cc2bf4b0b3abe7f95dbe13b5e2f52ad6e?cid=957b95b824cd41e99aa58c2c544d8191,41,130893,1,1,4,0.977,0.402,0.159,0.0000176,0.155,-18.598,0.0306,0.282,67.796,Frankie Laine's Greatest Hits,https://i.scdn.co/image/ab67616d00001e02de5ffefed843585a7c65c875
11,"Oh",Pee Wee Hunt,Pee Wee Hunt,1953-01-01T07:00:00.000Z,28OFTSxTmCNj8O4hgyifjn,https://open.spotify.com/track/28OFTSxTmCNj8O4hgyifjn,https://p.scdn.co/mp3-preview/0ab192dfb64ff3a4c205e51892e129df55c7e347?cid=957b95b824cd41e99aa58c2c544d8191,13,161093,10,1,4,0.603,0.814,0.12,0.00108,0.0375,-12.272,0.21,0.807,124.664,Jazz Collection,https://i.scdn.co/image/ab67616d00001e02c081feab555c96dab11f32b9
12,"Ebb Tide",Frank Chacksfield,Frank Chacksfield,1953-01-01T07:00:00.000Z,2jCGELICh9bYpSiJ9bl2vL,https://open.spotify.com/track/2jCGELICh9bYpSiJ9bl2vL,,46,217267,0,1,5,0.759,0.155,0.482,0.04,0.493,-9.623,0.0375,0.0518,141.824,Beyond The Sea,https://i.scdn.co/image/ab67616d00001e022f4c9ba84c0aa5f209f803b2
13,"Pretend",Nat King Cole,Nat King Cole,1953-01-01T07:00:00.000Z,2Gd007dAbihobxsTG9m7cZ,https://open.spotify.com/track/2Gd007dAbihobxsTG9m7cZ,,48,164400,10,1,4,0.932,0.388,0.275,0,0.101,-11.248,0.0294,0.311,83.029,Unforgettable,https://i.scdn.co/image/ab67616d00001e02fdd261528e3590ac36bb85f0
14,"Ruby",Richard Hayman,Richard Hayman,1953-01-01T07:00:00.000Z,3On3uVZeLPBtHJspprNmhi,https://open.spotify.com/track/3On3uVZeLPBtHJspprNmhi,https://p.scdn.co/mp3-preview/1f4176e0c35eb9b7595473788018eb20ad0f9958?cid=957b95b824cd41e99aa58c2c544d8191,4,178341,4,0,3,0.347,0.23,0.358,0.0914,0.182,-8.739,0.0329,0.239,131.02,The Legend of Richard Hayman (Remastered),https://i.scdn.co/image/ab67616d00001e02086191640a81e1cfe14d0ea8
15,"St. George and the Dragonet",Stan Freberg,Stan Freberg,1953-01-01T07:00:00.000Z,3ypAFORUcPqXcW0Zs1xesi,https://open.spotify.com/track/3ypAFORUcPqXcW0Zs1xesi,,13,206253,7,1,3,0.825,0.617,0.278,0,0.0225,-12.2,0.937,0.555,174.6,The Capitol Singles Collection,https://i.scdn.co/image/ab67616d00001e02fa6e2a55cbd14f8fe24301c8
16,"P.S. I Love You",The Hilltoppers,The Hilltoppers,1953-01-01T07:00:00.000Z,74b9HASM7c6rQJIJtEYF4E,https://open.spotify.com/track/74b9HASM7c6rQJIJtEYF4E,https://p.scdn.co/mp3-preview/73b9b72c753d8ffe3de07f663e96e771e3ddd9fc?cid=957b95b824cd41e99aa58c2c544d8191,10,161320,7,0,4,0.853,0.567,0.398,0,0.253,-10.514,0.0285,0.479,75.471,A Fallen Tear,https://i.scdn.co/image/ab67616d00001e0243e9082af58d29746d14d8cb
17,"Tell Me You're Mine",The Gaylords,The Gaylords,1953-01-01T07:00:00.000Z,2LSFhoxCAiB8uvAdbs9qg3,https://open.spotify.com/track/2LSFhoxCAiB8uvAdbs9qg3,,5,169333,1,1,3,0.991,0.406,0.156,0.0000303,0.0985,-12.488,0.0327,0.277,126.991,The Best Of The Gaylords,https://i.scdn.co/image/ab67616d00001e0266697c4b4faafaaa36076e3d
18,"Eh, Cumpari!",Julius La Rosa,Julius La Rosa,1953-01-01T07:00:00.000Z,,,,,,,,,,,,,,,,,,,
19,"Rags to Riches",Tony Bennett,Tony Bennett,1953-01-01T07:00:00.000Z,4BH8EuPAxeFAh1rSWtnGdD,https://open.spotify.com/track/4BH8EuPAxeFAh1rSWtnGdD,https://p.scdn.co/mp3-preview/c2897886f7174ae7669299bb3e33e50eb771c3fd?cid=957b95b824cd41e99aa58c2c544d8191,55,168480,2,1,4,0.907,0.409,0.435,0.00000717,0.0559,-9.399,0.0453,0.567,78.136,"The Columbia Singles, Vol. 2",https://i.scdn.co/image/ab67616d00001e02d3356c5ee47277d207ffc465
20,"Anna",Silvana Mangano,Silvana Mangano,1953-01-01T07:00:00.000Z,2xyQV4mrzvbJ8dubgbAgdG,https://open.spotify.com/track/2xyQV4mrzvbJ8dubgbAgdG,https://p.scdn.co/mp3-preview/7d9246e1acd970db246a9432088353cd53099f15?cid=957b95b824cd41e99aa58c2c544d8191,11,146875,3,1,4,0.382,0.761,0.773,0.0241,0.277,-8.301,0.0316,0.922,107.415,Play Music Latino,https://i.scdn.co/image/ab67616d00001e02f6aea64bfb4605e3a0eb92e6
21,"Say You're Mine Again",Perry Como,Perry Como,1953-01-01T07:00:00.000Z,2JIfFyJO0AQzmm83lzdrNg,https://open.spotify.com/track/2JIfFyJO0AQzmm83lzdrNg,https://p.scdn.co/mp3-preview/90e4ed096b09377e9cea8fd1be5f1000669946d3?cid=957b95b824cd41e99aa58c2c544d8191,30,173933,2,0,4,0.965,0.687,0.111,0,0.285,-12.723,0.0435,0.408,75.555,The Essential Perry Como,https://i.scdn.co/image/ab67616d00001e028996ed54d0409f7393ed9c3a
22,"Dragnet",Ray Anthony,Ray Anthony,1953-01-01T07:00:00.000Z,4WWkeCAw0u3GISYY5UIkZJ,https://open.spotify.com/track/4WWkeCAw0u3GISYY5UIkZJ,,18,172307,0,0,4,0.816,0.554,0.74,0.905,0.16,-9.1,0.159,0.284,95.008,The Hits Of Ray Anthony,https://i.scdn.co/image/ab67616d00001e021994b0cd05a5a981c78c946c
23,"Tell Me a Story",Jimmy Boyd,Jimmy Boyd & Frankie Laine,1953-01-01T07:00:00.000Z,1THl7yjezM9SW8x2taVS5w,https://open.spotify.com/track/1THl7yjezM9SW8x2taVS5w,https://p.scdn.co/mp3-preview/c7b41964a07c96185facae908bb252e46a6bf68b?cid=957b95b824cd41e99aa58c2c544d8191,14,130933,1,1,4,0.807,0.835,0.366,0,0.105,-8.215,0.0532,0.961,122.095,The Essential Frankie Laine,https://i.scdn.co/image/ab67616d00001e02cc00ff4b3dd9c20d39ed07f2
24,"Crying in the Chapel",June Valli,June Valli,1953-01-01T07:00:00.000Z,4f6q1jntUo41Dcz0mRb2Rm,https://open.spotify.com/track/4f6q1jntUo41Dcz0mRb2Rm,https://p.scdn.co/mp3-preview/d42ca054d4be00144004e607465a97a840fc819a?cid=957b95b824cd41e99aa58c2c544d8191,7,165267,8,1,4,0.867,0.388,0.152,0,0.187,-11.573,0.0305,0.484,67.969,Nippers 50's-Vol.2,https://i.scdn.co/image/ab67616d00001e0206e16ae2d1d0161daba8fb11
25,"Why Don't You Believe Me?",Joni James,Joni James,1953-01-01T07:00:00.000Z,0SisatcrlKcOOPgKuUGgfu,https://open.spotify.com/track/0SisatcrlKcOOPgKuUGgfu,https://p.scdn.co/mp3-preview/5e811936a3ba71b1900a3bdd091a8317e514414c?cid=957b95b824cd41e99aa58c2c544d8191,8,176093,3,1,4,0.607,0.359,0.18,0,0.0966,-12.658,0.0299,0.243,80.747,The Pop Queen (Remastered),https://i.scdn.co/image/ab67616d00001e027c1bd8af139700f6f6523321
26,"Your Cheatin' Heart",Joni James,Joni James,1953-01-01T07:00:00.000Z,1oax8NbHbzVHq1RqL6pegm,https://open.spotify.com/track/1oax8NbHbzVHq1RqL6pegm,https://p.scdn.co/mp3-preview/013ec8088bbafb76647a338de572081a3ff6185f?cid=957b95b824cd41e99aa58c2c544d8191,3,173227,8,1,4,0.505,0.377,0.211,0.00000294,0.166,-9.499,0.0259,0.289,85.05,The Pop Queen (Remastered),https://i.scdn.co/image/ab67616d00001e027c1bd8af139700f6f6523321
27,"Limelight (Terry's Theme)",Frank Chacksfield,Frank Chacksfield,1953-01-01T07:00:00.000Z,,,,,,,,,,,,,,,,,,,
28,"With These Hands",Eddie Fisher,Eddie Fisher,1953-01-01T07:00:00.000Z,47SAIBYtLSowmI0n2DkLka,https://open.spotify.com/track/47SAIBYtLSowmI0n2DkLka,https://p.scdn.co/mp3-preview/bd85b9a8abd746baac0b05a7860b29fa57f78d27?cid=957b95b824cd41e99aa58c2c544d8191,8,168800,1,1,4,0.844,0.242,0.341,0.0000223,0.152,-5.32,0.0286,0.134,81.772,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02dbc51c899161646167815e13
